,eventid,iyear,imonth,iday,country,country_txt,region,region_txt,city,latitude,longitude,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nwound,nwoundus,location
12045,198010080012,1980,10,8,61,El Salvador,2,Central America & Caribbean,Canton Santa Rita,13.95,-89.766667,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,13.0,,0.0,,
12050,198010090005,1980,10,9,61,El Salvador,2,Central America & Caribbean,Dulce Nombre de Maria,14.15695,-89.011475,1,2,Armed Assault,14,Private Citizens & Property,61.0,El Salvador,5,Firearms,Automatic firearm,13.0,,0.0,,
12092,198010140012,1980,10,14,61,El Salvador,2,Central America & Caribbean,San Vicente,13.641210000000001,-88.785423,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,54.0,,0.0,,
12101,198010150007,1980,10,15,61,El Salvador,2,Central America & Caribbean,Verapaz,13.64385,-88.870694,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,40.0,,0.0,,
12109,198010170005,1980,10,17,83,Guatemala,2,Central America & Caribbean,Guatemala City,14.622869,-90.52906800000001,1,2,Armed Assault,3,Police,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,0.0,,
12110,198010180001,1980,10,18,61,El Salvador,2,Central America & Caribbean,San Agustin,13.432039999999999,-88.592239,1,9,Unknown,3,Police,61.0,El Salvador,13,Unknown,,58.0,,,,
12171,198010290004,1980,10,29,61,El Salvador,2,Central America & Caribbean,Sitio Viejo,13.45,-88.88333,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,16.0,,0.0,,
12247,198011060005,1980,11,6,61,El Salvador,2,Central America & Caribbean,San Salvador,13.692879999999999,-89.199161,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,20.0,,0.0,,
12249,198011060007,1980,11,6,61,El Salvador,2,Central America & Caribbean,Santa Ana,13.981479,-89.555717,1,3,Bombing/Explosion,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm; Grenades,11.0,,0.0,,
12260,198011070009,1980,11,7,61,El Salvador,2,Central America & Caribbean,San Salvador,13.692879999999999,-89.199161,1,2,Armed Assault,3,Police,61.0,El Salvador,5,Firearms,Automatic firearm,15.0,,0.0,,
12265,198011090001,1980,11,9,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,14,Private Citizens & Property,110.0,Lebanon,6,Explosives,Explosive,14.0,,22.0,,
12271,198011100003,1980,11,10,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,2,Government (General),110.0,Lebanon,6,Explosives,Explosive,12.0,,0.0,,
12326,198011180002,1980,11,18,83,Guatemala,2,Central America & Caribbean,San Juan Ostuncalco,14.868735999999998,-91.621346,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,0.0,,
12357,198011210014,1980,11,21,61,El Salvador,2,Central America & Caribbean,Zacatecoluca,13.5,-88.866667,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,11.0,,0.0,,
12385,198011250004,1980,11,25,61,El Salvador,2,Central America & Caribbean,San Roque,13.749722,-89.229722,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,22.0,,0.0,,
12457,198012110003,1980,12,11,83,Guatemala,2,Central America & Caribbean,San Marcos,14.965260999999998,-91.795813,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,18.0,,,,
12508,198012180002,1980,12,18,61,El Salvador,2,Central America & Caribbean,Berlin,13.49446,-88.530343,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,37.0,,,,
12509,198012180003,1980,12,18,61,El Salvador,2,Central America & Caribbean,Berlin,13.49446,-88.530343,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,50.0,,,,
12573,198012310002,1980,12,31,104,Kenya,11,Sub-Saharan Africa,Nairobi,-1.28518,36.821107,1,3,Bombing/Explosion,1,Business,104.0,Kenya,6,Explosives,Explosive,15.0,,85.0,,
12611,198101050002,1981,1,5,200,Syria,10,Middle East & North Africa,Homs,34.717705,36.722823999999996,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,Explosive,16.0,,0.0,,
12627,198101080009,1981,1,8,61,El Salvador,2,Central America & Caribbean,Armenia,13.743610999999998,-89.498889,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,50.0,,0.0,,
12636,198101090006,1981,1,9,61,El Salvador,2,Central America & Caribbean,Delgado,13.724167000000001,-89.17277800000001,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,27.0,,0.0,,
12644,198101110003,1981,1,11,61,El Salvador,2,Central America & Caribbean,San Esteban Catarina,13.685154999999998,-88.787642,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,25.0,,0.0,,
12645,198101110004,1981,1,11,61,El Salvador,2,Central America & Caribbean,Chalchuapa,13.986667,-89.681111,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,40.0,,0.0,,
12673,198101170001,1981,1,17,61,El Salvador,2,Central America & Caribbean,Albornoz Arriba,13.582486,-87.94546,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,87.0,,0.0,,
12693,198101200003,1981,1,20,61,El Salvador,2,Central America & Caribbean,Santa Ana,13.981479,-89.555717,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,12.0,,0.0,,
12694,198101200004,1981,1,20,61,El Salvador,2,Central America & Caribbean,El Paisnal,13.973610999999998,-89.218611,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,17.0,,0.0,,
12831,198102050009,1981,2,5,61,El Salvador,2,Central America & Caribbean,Conchagua,13.3,-87.866667,1,2,Armed Assault,14,Private Citizens & Property,61.0,El Salvador,5,Firearms,Automatic firearm,45.0,,0.0,,
12833,198102050011,1981,2,5,61,El Salvador,2,Central America & Caribbean,Unknown,13.447063,-88.556531,1,3,Bombing/Explosion,19,Transportation,61.0,El Salvador,6,Explosives,Explosive,22.0,,0.0,,
12864,198102080005,1981,2,8,83,Guatemala,2,Central America & Caribbean,Chicacao,14.533332999999999,-91.31666700000001,1,2,Armed Assault,3,Police,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,15.0,,
12882,198102090016,1981,2,9,61,El Salvador,2,Central America & Caribbean,La Bermuda,13.871448999999998,-89.037439,1,3,Bombing/Explosion,19,Transportation,61.0,El Salvador,5,Firearms,Automatic firearms; Mortars; Grenades; Automatic firearm,18.0,,23.0,,
12883,198102090017,1981,2,9,61,El Salvador,2,Central America & Caribbean,Bermuda,13.871389,-89.375,1,3,Bombing/Explosion,1,Business,61.0,El Salvador,6,Explosives,Explosives; Contact bomb,18.0,,24.0,,
12885,198102100001,1981,2,10,160,Philippines,5,Southeast Asia,Unknown,8.057028,123.791362,1,9,Unknown,1,Business,160.0,Philippines,13,Unknown,,20.0,,0.0,,
12896,198102100012,1981,2,10,83,Guatemala,2,Central America & Caribbean,Comalpa,14.736569,-90.89001800000001,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,18.0,,10.0,,
12951,198102190010,1981,2,19,160,Philippines,5,Southeast Asia,Sumisip,6.41871,121.972443,1,3,Bombing/Explosion,1,Business,217.0,United States,6,Explosives,Land mine,16.0,,4.0,,
12958,198102200008,1981,2,20,205,Thailand,5,Southeast Asia,Bannang Sata district,6.242799,101.297732,1,2,Armed Assault,19,Transportation,205.0,Thailand,5,Firearms,Rifles; Robbery,14.0,,11.0,,
12964,198102220003,1981,2,22,61,El Salvador,2,Central America & Caribbean,San Nicolas Lempa,13.433333,-88.7,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,50.0,,0.0,,
12989,198102270008,1981,2,27,61,El Salvador,2,Central America & Caribbean,San Lorenzo,13.703735,-88.80456600000001,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,45.0,,0.0,,
12998,198102280006,1981,2,28,200,Syria,10,Middle East & North Africa,Jisr Ash-Shughur,35.813396000000004,36.319939,1,3,Bombing/Explosion,19,Transportation,200.0,Syria,5,Firearms,Automatic firearm; Explosives,25.0,,0.0,,
13019,198103020007,1981,3,2,61,El Salvador,2,Central America & Caribbean,San Sebastian,13.723215,-88.819097,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,40.0,,0.0,,
13025,198103030007,1981,3,3,61,El Salvador,2,Central America & Caribbean,San Vicente,13.641210000000001,-88.785423,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,60.0,,0.0,,
13046,198103060008,1981,3,6,61,El Salvador,2,Central America & Caribbean,San Antonio de Los Ranchos,14.004417000000002,-88.895512,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,38.0,,0.0,,
13057,198103080003,1981,3,8,61,El Salvador,2,Central America & Caribbean,San Lorenzo,13.703735,-88.80456600000001,1,2,Armed Assault,14,Private Citizens & Property,61.0,El Salvador,5,Firearms,Automatic firearm,100.0,,0.0,,
13115,198103170005,1981,3,17,45,Colombia,3,South America,Unknown,0.43595100000000003,-75.52767,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,20.0,0.0,0.0,0.0,
13132,198103190006,1981,3,19,83,Guatemala,2,Central America & Caribbean,Unknown,14.563479000000001,-90.982067,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,16.0,,0.0,,
13147,198103230002,1981,3,23,83,Guatemala,2,Central America & Caribbean,San Martin Jilotepeque,14.781398000000001,-90.792513,1,2,Armed Assault,3,Police,83.0,Guatemala,5,Firearms,Automatic firearm,15.0,,0.0,,
13190,198103290005,1981,3,29,61,El Salvador,2,Central America & Caribbean,Villa Victoria,13.95,-88.633333,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,14.0,,12.0,,
13246,198104030010,1981,4,3,61,El Salvador,2,Central America & Caribbean,Metapan,14.331414,-89.44239300000001,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,15.0,,0.0,,
13271,198104090003,1981,4,9,61,El Salvador,2,Central America & Caribbean,Soyapango,13.701964000000002,-89.147774,1,2,Armed Assault,3,Police,61.0,El Salvador,5,Firearms,Automatic firearm,23.0,,0.0,,
13275,198104110001,1981,4,11,83,Guatemala,2,Central America & Caribbean,Chuabajito,14.9,-90.8,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,24.0,,0.0,,
13293,198104140007,1981,4,14,83,Guatemala,2,Central America & Caribbean,Unknown,15.498381,-90.982067,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,29.0,,0.0,,
13326,198104200004,1981,4,20,160,Philippines,5,Southeast Asia,Davao City,7.083241,125.600998,1,3,Bombing/Explosion,15,Religious Figures/Institutions,160.0,Philippines,6,Explosives,Grenade,13.0,,161.0,,
13430,198105010015,1981,5,1,83,Guatemala,2,Central America & Caribbean,Unknown,15.498381,-90.982067,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,16.0,,0.0,,
13515,198105100003,1981,5,10,213,Uganda,11,Sub-Saharan Africa,Kawanda,0.422329,32.541517,1,3,Bombing/Explosion,4,Military,213.0,Uganda,6,Explosives,Grenades; Automatic rifles; Ambushed,34.0,,0.0,,
13539,198105150006,1981,5,15,83,Guatemala,2,Central America & Caribbean,Colomba,14.707704999999999,-91.731829,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,17.0,,
13540,198105150007,1981,5,15,145,Nicaragua,2,Central America & Caribbean,Jalapa,13.922245000000002,-86.125393,1,2,Armed Assault,4,Military,145.0,Nicaragua,5,Firearms,Automatic firearm,18.0,,0.0,,
13650,198106010013,1981,6,1,83,Guatemala,2,Central America & Caribbean,San Mateo Ixtatan,15.830597000000001,-91.476114,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,13,Unknown,Raid; Automatic firearm,36.0,,5.0,,
13685,198106060007,1981,6,6,83,Guatemala,2,Central America & Caribbean,Ixtan,14.316667,-91.9,1,9,Unknown,4,Military,83.0,Guatemala,13,Unknown,,100.0,,0.0,,
13687,198106070001,1981,6,7,61,El Salvador,2,Central America & Caribbean,Zacatecoluca,13.5,-88.866667,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,27.0,,0.0,,
13702,198106100006,1981,6,10,61,El Salvador,2,Central America & Caribbean,Arcatao,14.091942999999999,-88.747054,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,14.0,,14.0,,
13707,198106110004,1981,6,11,61,El Salvador,2,Central America & Caribbean,Arcatao,14.091942999999999,-88.747054,1,3,Bombing/Explosion,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm; Rocket,30.0,,0.0,,
13778,198106250004,1981,6,25,61,El Salvador,2,Central America & Caribbean,Amatitan Abajo,13.766667000000002,-88.716667,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,30.0,,15.0,,
13801,198106280003,1981,6,28,94,Iran,10,Middle East & North Africa,Tehran,35.724533,51.405190000000005,1,3,Bombing/Explosion,2,Government (General),94.0,Iran,6,Explosives,Explosive,74.0,,0.0,,
13806,198106290004,1981,6,29,83,Guatemala,2,Central America & Caribbean,Genova,14.616667000000001,-91.833333,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,0.0,,
13855,198107110002,1981,7,11,83,Guatemala,2,Central America & Caribbean,Guatemala City,14.622869,-90.52906800000001,1,2,Armed Assault,3,Police,83.0,Guatemala,5,Firearms,Automatic firearm,14.0,,1.0,,
13857,198107120001,1981,7,12,83,Guatemala,2,Central America & Caribbean,Unknown,16.912032999999997,-90.299578,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,50.0,,0.0,,
13858,198107120002,1981,7,12,83,Guatemala,2,Central America & Caribbean,Guatemala City,14.622869,-90.52906800000001,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,16.0,,0.0,,
13859,198107120003,1981,7,12,83,Guatemala,2,Central America & Caribbean,Guatemala City,14.622869,-90.52906800000001,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,17.0,,0.0,,
13864,198107130005,1981,7,13,45,Colombia,3,South America,Santa Ana,9.32211,-74.57168,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,21.0,,0.0,,
13890,198107150012,1981,7,15,45,Colombia,3,South America,Unknown,0.869892,-73.84190600000001,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,19.0,,0.0,,
13891,198107150013,1981,7,15,45,Colombia,3,South America,Unknown,0.869892,-73.84190600000001,1,2,Armed Assault,4,Military,45.0,Colombia,5,Firearms,Automatic firearm,23.0,,0.0,,
13892,198107150014,1981,7,15,45,Colombia,3,South America,Florencia district,1.61456,-75.6053,1,9,Unknown,4,Military,45.0,Colombia,13,Unknown,Ambush,11.0,,0.0,,
13893,198107150015,1981,7,15,45,Colombia,3,South America,Florencia district,1.61456,-75.6053,1,9,Unknown,4,Military,45.0,Colombia,13,Unknown,Ambush,12.0,,0.0,,
13913,198107190007,1981,7,19,83,Guatemala,2,Central America & Caribbean,Coya,15.7,-91.666667,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,25.0,,0.0,,
13965,198107260005,1981,7,26,61,El Salvador,2,Central America & Caribbean,Hacienda Guajoyo,13.482291,-88.712816,1,3,Bombing/Explosion,1,Business,61.0,El Salvador,5,Firearms,Automatic firearm; Grenade launchers,21.0,,,,
14031,198108030004,1981,8,3,94,Iran,10,Middle East & North Africa,Kermanshah,34.267394,47.11118,1,3,Bombing/Explosion,14,Private Citizens & Property,94.0,Iran,6,Explosives,Explosive,13.0,,0.0,,
14107,198108120006,1981,8,12,83,Guatemala,2,Central America & Caribbean,Zacualpa,15.083154,-90.833301,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,35.0,,0.0,,
14143,198108160007,1981,8,16,83,Guatemala,2,Central America & Caribbean,Chicabracan,15.0,-91.1,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,16.0,,0.0,,
14145,198108160009,1981,8,16,83,Guatemala,2,Central America & Caribbean,San Sebastian Lemoa,14.992876999999998,-91.12274000000001,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,0.0,,
14177,198108200001,1981,8,20,83,Guatemala,2,Central America & Caribbean,Unknown,15.587991,-91.676069,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,15.0,,0.0,,
14184,198108200008,1981,8,20,61,El Salvador,2,Central America & Caribbean,Curaren,13.8,-88.583333,1,2,Armed Assault,19,Transportation,61.0,El Salvador,5,Firearms,Automatic firearm,20.0,,15.0,,
14197,198108240003,1981,8,24,83,Guatemala,2,Central America & Caribbean,Unknown,15.498381,-90.982067,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,0.0,,
14246,198108270030,1981,8,27,83,Guatemala,2,Central America & Caribbean,Unknown,15.498381,-90.982067,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,34.0,,0.0,,
14282,198109010008,1981,9,1,94,Iran,10,Middle East & North Africa,Tehran,35.724533,51.405190000000005,1,2,Armed Assault,3,Police,94.0,Iran,5,Firearms,Automatic rifles,20.0,,7.0,,
14296,198109030008,1981,9,3,200,Syria,10,Middle East & North Africa,Damascus,33.515244,36.292084,1,3,Bombing/Explosion,4,Military,200.0,Syria,6,Explosives,Explosive,20.0,,50.0,,
14328,198109100002,1981,9,10,61,El Salvador,2,Central America & Caribbean,El Aceituno,13.483037,-88.683755,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,21.0,,0.0,,
14341,198109110004,1981,9,11,61,El Salvador,2,Central America & Caribbean,Sensuntepeque,13.874575,-88.627779,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,11.0,,1.0,,
14350,198109130001,1981,9,13,83,Guatemala,2,Central America & Caribbean,El Rancho,14.913889000000001,-90.7778,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Pistol,32.0,,0.0,,
14356,198109140002,1981,9,14,83,Guatemala,2,Central America & Caribbean,Rabinal,15.0845,-90.48893000000001,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Pistol,14.0,,0.0,,
14376,198109170002,1981,9,17,110,Lebanon,10,Middle East & North Africa,Sidon,33.550434,35.370964,1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,155.0,West Bank and Gaza Strip,6,Explosives,Car bomb - 600 lb,23.0,,90.0,,
14427,198109270001,1981,9,27,83,Guatemala,2,Central America & Caribbean,Nimacabaj,15.116667000000001,-90.516667,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,11.0,,0.0,,
14431,198109270006,1981,9,27,83,Guatemala,2,Central America & Caribbean,Unknown,15.07875,-90.412518,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Pistol,31.0,,0.0,,
14432,198109270007,1981,9,27,83,Guatemala,2,Central America & Caribbean,Unknown,15.498381,-90.982067,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Pistol,24.0,,0.0,,
14448,198109290004,1981,9,29,83,Guatemala,2,Central America & Caribbean,Agua Tibia,14.566667,-89.56666700000001,1,2,Armed Assault,4,Military,83.0,Guatemala,5,Firearms,Automatic firearm,30.0,,0.0,,
14449,198109290005,1981,9,29,83,Guatemala,2,Central America & Caribbean,San Miguel Chicaj,15.093394,-90.396028,1,2,Armed Assault,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,14.0,,30.0,,
14461,198110010003,1981,10,1,110,Lebanon,10,Middle East & North Africa,Beirut,33.888523,35.503513,1,3,Bombing/Explosion,3,Police,155.0,West Bank and Gaza Strip,6,Explosives,Car bomb,83.0,,300.0,,
14497,198110070003,1981,10,7,60,Egypt,10,Middle East & North Africa,Asyut,27.181122,31.179426,1,3,Bombing/Explosion,3,Police,60.0,Egypt,5,Firearms,AK-47; Grenades,54.0,,0.0,,
14581,198110190015,1981,10,19,61,El Salvador,2,Central America & Caribbean,Unknown,13.488644,-87.894245,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,19.0,,0.0,,
14582,198110190016,1981,10,19,61,El Salvador,2,Central America & Caribbean,Unknown,13.488644,-87.894245,1,2,Armed Assault,4,Military,61.0,El Salvador,5,Firearms,Automatic firearm,20.0,,0.0,,
14676,198110270002,1981,10,27,94,Iran,10,Middle East & North Africa,Mahabad,36.7652,45.722417,1,3,Bombing/Explosion,1,Business,94.0,Iran,6,Explosives,Rocket propelled grenade - RPG-7; Grenade launchers; Other weapons,14.0,,4.0,,
14687,198110280010,1981,10,28,83,Guatemala,2,Central America & Caribbean,Solola,14.77312,-91.183037,1,3,Bombing/Explosion,14,Private Citizens & Property,83.0,Guatemala,5,Firearms,Automatic firearm,24.0,,0.0,,
